nid,pax,avg_fare,ticket_type,leg1,leg2,leg3,leg4
613048,26,206.0,economy,34053,,,
613049,1,219.0,economy,34053,,,
613050,2,272.0,economy,34053,,,
613051,4,287.0,economy,34053,,,
613052,25,316.0,economy,34053,,,
613392,146,273.0,economy,34765,,,
613434,146,264.9,economy,34940,,,
613437,123,227.9,economy,34631,,,
613594,1,25.0,economy,34065,,,
613595,13,170.0,economy,34065,,,
613596,84,272.0,economy,34065,,,
613597,4,276.0,economy,34065,,,
613598,35,1630.0,economy,34065,,,
613599,28,1694.0,economy,34065,,,
613600,48,1748.0,economy,34065,,,
613657,73,170.0,economy,34334,,,
613658,1,189.0,economy,34334,,,
613659,7,203.0,economy,34334,,,
613660,8,216.0,economy,34334,,,
613661,7,221.0,economy,34334,,,
613662,1,257.0,economy,34334,,,
613663,44,277.0,economy,34334,,,
613664,4,421.0,economy,34334,,,
613665,1,544.0,economy,34334,,,
613666,35,1380.0,economy,34334,,,
613667,13,1598.0,economy,34334,,,
613697,1,1852.0,flex,34024,,,
613698,97,199.0,economy,34024,,,
613699,1,210.0,economy,34024,,,
613700,75,224.0,economy,34024,,,
613701,112,230.0,economy,34024,,,
613702,2,245.0,economy,34024,,,
613703,6,275.0,economy,34024,,,
613704,2,329.0,economy,34024,,,
613705,1,330.0,economy,34024,,,
613706,1,345.0,economy,34024,,,
613707,16,824.0,economy,34024,,,
613733,5,271.0,economy,34040,,,
613734,9,272.0,economy,34040,,,
613735,5,273.0,economy,34040,,,
613736,38,274.0,economy,34040,,,
613737,9,276.0,economy,34040,,,
613738,12,285.0,economy,34040,,,
613739,5,299.0,economy,34040,,,
613740,19,331.0,economy,34040,,,
613741,9,788.0,economy,34040,,,
613742,16,804.0,economy,34040,,,
613743,11,1624.0,economy,34040,,,
613744,23,1634.0,economy,34040,,,
613745,15,1687.0,economy,34040,,,
613746,15,2291.0,economy,34040,,,
613831,3,1985.0,flex,33998,,,
613832,2,23.0,economy,33998,,,
613833,2,232.0,economy,33998,,,
613834,18,367.0,economy,33998,,,
613835,33,370.0,economy,33998,,,
613836,8,378.0,economy,33998,,,
613837,4,379.0,economy,33998,,,
613838,49,380.0,economy,33998,,,
613839,4,383.0,economy,33998,,,
613840,2,497.0,economy,33998,,,
613841,33,1615.0,economy,33998,,,
613842,24,1819.0,economy,33998,,,
613843,3,1985.0,economy,33998,,,
613877,1,273.0,economy,33961,,,
613878,1,346.0,economy,33961,,,
613879,76,353.0,economy,33961,,,
613880,79,357.0,economy,33961,,,
613881,26,358.0,economy,33961,,,
613882,1,368.0,economy,33961,,,
613883,1,1305.0,economy,33961,,,
613884,7,1614.0,economy,33961,,,
613885,5,1615.0,economy,33961,,,
613945,4,2712.0,flex,34023,,,
613946,58,329.0,economy,34023,,,
613947,38,334.0,economy,34023,,,
613948,2,338.0,economy,34023,,,
613949,7,485.0,economy,34023,,,
613950,1,604.0,economy,34023,,,
613951,1,1253.0,economy,34023,,,
613952,13,1565.0,economy,34023,,,
613953,28,1635.0,economy,34023,,,
613954,15,1724.0,economy,34023,,,
614028,85,1245.0,flex,33977,,,
614029,119,300.0,economy,33977,,,
614030,10,320.0,economy,33977,,,
614031,1,397.0,economy,33977,,,
614032,2,422.0,economy,33977,,,
614033,1,1214.0,economy,33977,,,
614132,9,1691.0,flex,34679,,,
614133,1,1692.0,flex,34679,,,
614134,1,1727.0,flex,34679,,,
614135,1,2526.0,flex,34679,,,
614136,2,256.0,economy,34679,,,
614137,3,260.0,economy,34679,,,
614138,1,268.0,economy,34679,,,
614139,22,273.0,economy,34679,,,
614140,3,276.0,economy,34679,,,
614141,3,277.0,economy,34679,,,
614142,22,293.0,economy,34679,,,
614143,46,298.0,economy,34679,,,
614144,1,347.3,economy,34679,,,
614145,2,441.0,economy,34679,,,
614146,1,518.0,economy,34679,,,
614147,1,619.3,economy,34679,,,
614148,1,870.0,economy,34679,,,
614149,3,970.0,economy,34679,,,
614150,6,1646.0,economy,34679,,,
614151,3,1666.0,economy,34679,,,
614152,16,1685.0,economy,34679,,,
614153,8,1691.0,economy,34679,,,
614204,185,310.8,economy,34713,,,
614206,37,192.0,economy,34643,,,
614207,8,220.0,economy,34643,,,
614208,4,237.0,economy,34643,,,
614209,49,257.0,economy,34643,,,
614210,4,271.0,economy,34643,,,
614211,64,300.0,economy,34643,,,
614212,13,651.0,economy,34643,,,
614213,4,1474.0,economy,34643,,,
614214,2,1530.0,economy,34643,,,
614215,21,1536.0,economy,34643,,,
614241,2,260.0,flex,34769,,,
614242,1,641.0,flex,34769,,,
614243,18,827.0,flex,34769,,,
614244,2,1408.0,flex,34769,,,
614245,2,1445.0,flex,34769,,,
614246,4,1454.0,flex,34769,,,
614247,112,203.0,economy,34769,,,
614248,24,218.0,economy,34769,,,
614249,4,223.0,economy,34769,,,
614250,1,224.0,economy,34769,,,
614251,73,236.0,economy,34769,,,
614252,12,260.0,economy,34769,,,
614283,9,1658.0,flex,34795,,,
614284,6,1663.0,flex,34795,,,
614285,2,1718.0,flex,34795,,,
614286,3,1985.0,flex,34795,,,
614287,1,261.0,economy,34795,,,
614288,1,262.0,economy,34795,,,
614289,1,263.0,economy,34795,,,
614290,28,264.0,economy,34795,,,
614291,89,265.0,economy,34795,,,
614292,2,268.0,economy,34795,,,
614293,6,268.7,economy,34795,,,
614294,15,275.0,economy,34795,,,
614295,1,306.0,economy,34795,,,
614296,6,322.0,economy,34795,,,
614297,7,479.0,economy,34795,,,
614298,1,834.0,economy,34795,,,
614299,8,838.0,economy,34795,,,
614300,4,841.0,economy,34795,,,
614301,16,1650.0,economy,34795,,,
614302,35,1658.0,economy,34795,,,
614388,3,1606.0,flex,34729,,,
614389,2,1609.0,flex,34729,,,
614390,3,1622.0,flex,34729,,,
614391,10,1646.0,flex,34729,,,
614392,2,3159.0,flex,34729,,,
614393,1,251.0,economy,34729,,,
614394,2,273.0,economy,34729,,,
614395,3,345.0,economy,34729,,,
614396,1,350.0,economy,34729,,,
614397,23,352.0,economy,34729,,,
614398,1,353.0,economy,34729,,,
614399,9,354.0,economy,34729,,,
614400,5,356.0,economy,34729,,,
614401,130,358.0,economy,34729,,,
614402,57,361.0,economy,34729,,,
614403,4,365.0,economy,34729,,,
614404,4,534.0,economy,34729,,,
614405,1,606.0,economy,34729,,,
614406,1,1305.0,economy,34729,,,
614407,6,1606.0,economy,34729,,,
614408,4,1622.0,economy,34729,,,
614409,6,1646.0,economy,34729,,,
614441,4,1756.0,flex,34644,,,
614442,7,1840.0,flex,34644,,,
614443,3,2161.0,flex,34644,,,
614444,3,3053.0,flex,34644,,,
614445,5,62.3,economy,34644,,,
614446,2,149.4,economy,34644,,,
614447,2,180.6,economy,34644,,,
614448,7,185.0,economy,34644,,,
614449,4,209.0,economy,34644,,,
614450,1,214.8,economy,34644,,,
614451,1,220.8,economy,34644,,,
614452,3,232.6,economy,34644,,,
614453,1,234.7,economy,34644,,,
614454,1,267.2,economy,34644,,,
614455,1,269.6,economy,34644,,,
614456,1,272.4,economy,34644,,,
614457,1,286.1,economy,34644,,,
614458,4,308.0,economy,34644,,,
614459,6,317.0,economy,34644,,,
614460,3,318.7,economy,34644,,,
614461,2,319.4,economy,34644,,,
614462,8,320.6,economy,34644,,,
614463,5,322.0,economy,34644,,,
614464,1,337.0,economy,34644,,,
614465,2,338.5,economy,34644,,,
614466,1,342.0,economy,34644,,,
614467,10,343.0,economy,34644,,,
614468,4,346.8,economy,34644,,,
614469,23,349.0,economy,34644,,,
614470,1,357.0,economy,34644,,,
614471,1,411.0,economy,34644,,,
614472,1,462.0,economy,34644,,,
614473,2,505.9,economy,34644,,,
614474,1,717.0,economy,34644,,,
614475,1,858.0,economy,34644,,,
614476,3,1056.4,economy,34644,,,
614477,2,1406.5,economy,34644,,,
614478,2,1530.0,economy,34644,,,
614479,3,1534.0,economy,34644,,,
614480,1,1637.0,economy,34644,,,
614481,11,1658.0,economy,34644,,,
614482,3,1686.0,economy,34644,,,
614483,10,1756.0,economy,34644,,,
614547,7,1271.0,flex,34730,,,
614548,1,1369.0,flex,34730,,,
614549,9,1384.0,flex,34730,,,
614550,1,150.0,economy,34730,,,
614551,13,297.0,economy,34730,,,
614552,2,309.0,economy,34730,,,
614553,62,326.0,economy,34730,,,
614554,53,336.0,economy,34730,,,
614555,12,391.0,economy,34730,,,
614556,1,397.0,economy,34730,,,
614557,2,422.0,economy,34730,,,
614558,7,845.0,economy,34730,,,
614559,7,884.0,economy,34730,,,
614560,1,901.0,economy,34730,,,
614561,8,1266.0,economy,34730,,,
614562,17,1271.0,economy,34730,,,
614563,8,373.0,economy,34814,,,
614564,70,439.0,economy,34814,,,
614565,126,554.0,economy,34814,,,
614585,2,1534.0,flex,34609,,,
614586,177,1534.0,economy,34609,,,
614609,1,417.0,flex,34607,,,
614610,81,417.0,economy,34607,,,
614621,4,1342.0,flex,34021,,,
614622,3,1408.0,flex,34021,,,
614623,2,172.0,economy,34021,,,
614624,14,223.0,economy,34021,,,
614625,2,285.0,economy,34021,,,
614626,15,290.0,economy,34021,,,
614627,69,292.0,economy,34021,,,
614628,95,293.0,economy,34021,,,
614629,5,296.0,economy,34021,,,
614630,2,304.0,economy,34021,,,
614631,38,308.0,economy,34021,,,
614632,1,309.0,economy,34021,,,
614633,1,323.0,economy,34021,,,
614634,7,372.0,economy,34021,,,
614635,2,404.0,economy,34021,,,
614636,1,1312.0,economy,34021,,,
614637,4,1342.0,economy,34021,,,
614638,1,1904.0,flex,33995,,,
614639,164,227.0,economy,33995,,,
614640,70,228.0,economy,33995,,,
614641,1,379.0,economy,33995,,,
614642,1,523.0,economy,33995,,,
614643,8,1176.0,economy,33995,,,
614644,9,1197.0,economy,33995,,,
614645,1,1421.0,economy,33995,,,
614667,10,1152.0,flex,34637,,,
614668,9,1162.0,flex,34637,,,
614669,3,1165.0,flex,34637,,,
614670,1,1421.0,flex,34637,,,
614671,1,204.0,economy,34637,,,
614672,37,217.0,economy,34637,,,
614673,5,226.0,economy,34637,,,
614674,97,227.0,economy,34637,,,
614675,1,235.0,economy,34637,,,
614676,1,236.0,economy,34637,,,
614677,34,240.0,economy,34637,,,
614678,1,379.0,economy,34637,,,
614679,2,448.0,economy,34637,,,
614680,1,494.0,economy,34637,,,
614681,5,501.0,economy,34637,,,
614682,1,566.0,economy,34637,,,
614685,103,300.0,flex,34325,,,
614686,49,270.0,economy,34325,,,
614687,8,1075.0,flex,34930,,,
614688,5,1077.0,flex,34930,,,
614689,1,1220.0,flex,34930,,,
614690,1,292.0,economy,34930,,,
614691,19,311.0,economy,34930,,,
614692,1,325.0,economy,34930,,,
614693,2,326.0,economy,34930,,,
614694,148,331.0,economy,34930,,,
614695,3,336.0,economy,34930,,,
614696,6,407.0,economy,34930,,,
614697,14,1075.0,economy,34930,,,
614707,2,1026.0,flex,34118,,,
614708,4,1121.0,flex,34118,,,
614709,1,304.7,economy,34118,,,
614710,23,315.0,economy,34118,,,
614711,15,315.5,economy,34118,,,
614712,3,331.7,economy,34118,,,
614713,41,337.0,economy,34118,,,
614714,7,377.0,economy,34118,,,
614715,6,392.0,economy,34118,,,
614716,2,404.0,economy,34118,,,
614717,22,424.0,economy,34118,,,
614718,11,1026.0,economy,34118,,,
614719,12,1121.0,economy,34118,,,
614845,9,295.0,economy,34022,,,
614846,35,316.0,economy,34022,,,
614847,146,329.0,economy,34022,,,
614848,1,348.0,economy,34022,,,
614849,5,1069.0,economy,34022,,,
614850,49,1163.0,economy,34022,,,
614865,2,1088.0,flex,34448,,,
614866,3,1099.0,flex,34448,,,
614867,1,99.0,economy,34448,,,
614868,1,255.0,economy,34448,,,
614869,1,258.0,economy,34448,,,
614870,1,270.0,economy,34448,,,
614871,1,277.0,economy,34448,,,
614872,1,285.0,economy,34448,,,
614873,4,324.0,economy,34448,,,
614874,1,327.0,economy,34448,,,
614875,1,329.0,economy,34448,,,
614876,1,331.0,economy,34448,,,
614877,91,334.0,economy,34448,,,
614878,65,339.0,economy,34448,,,
614879,1,379.0,economy,34448,,,
614880,1,382.0,economy,34448,,,
614881,1,491.0,economy,34448,,,
614882,1,568.0,economy,34448,,,
614926,152,302.6,economy,34288,,,
614927,4,1335.0,flex,34137,,,
614928,1,1351.0,flex,34137,,,
614929,1,2082.0,flex,34137,,,
614930,1,2116.0,flex,34137,,,
614931,2,2126.0,flex,34137,,,
614932,1,2673.0,flex,34137,,,
614933,20,250.0,economy,34137,,,
614934,2,257.0,economy,34137,,,
614935,3,264.0,economy,34137,,,
614936,1,291.0,economy,34137,,,
614937,30,294.0,economy,34137,,,
614938,4,296.0,economy,34137,,,
614939,31,297.0,economy,34137,,,
614940,26,298.0,economy,34137,,,
614941,9,299.0,economy,34137,,,
614942,2,300.0,economy,34137,,,
614943,2,303.0,economy,34137,,,
614944,6,306.0,economy,34137,,,
614945,1,308.0,economy,34137,,,
614946,1,313.0,economy,34137,,,
614947,1,315.0,economy,34137,,,
614948,9,316.0,economy,34137,,,
614949,3,317.0,economy,34137,,,
614950,2,341.0,economy,34137,,,
614951,3,346.0,economy,34137,,,
614952,7,351.0,economy,34137,,,
614953,17,359.0,economy,34137,,,
614954,1,376.0,economy,34137,,,
614955,4,378.0,economy,34137,,,
614956,2,392.0,economy,34137,,,
614957,1,436.0,economy,34137,,,
614958,1,445.0,economy,34137,,,
614959,1,532.0,economy,34137,,,
614960,1,536.0,economy,34137,,,
614961,1,647.0,economy,34137,,,
614962,5,1298.0,economy,34137,,,
614963,3,1330.0,economy,34137,,,
614964,55,1335.0,economy,34137,,,
614965,1,1431.0,economy,34137,,,
614983,13,337.0,economy,33951,,,
614984,40,430.0,economy,33951,,,
614985,79,432.0,economy,33951,,,
614986,49,434.0,economy,33951,,,
614987,2,440.0,economy,33951,,,
614988,61,445.0,economy,33951,,,
615008,103,2422.0,flex,33764,,,
615009,6,843.0,economy,33764,,,
615010,30,1006.0,economy,33764,,,
615011,6,1053.0,economy,33764,,,
615012,99,1088.0,economy,33764,,,
615013,8,2371.0,economy,33764,,,
615038,2,391.0,flex,33944,,,
615039,1,401.0,flex,33944,,,
615040,6,443.0,flex,33944,,,
615041,1,1432.0,flex,33944,,,
615042,24,286.7,economy,33944,,,
615043,1,331.0,economy,33944,,,
615044,24,344.0,economy,33944,,,
615045,7,345.0,economy,33944,,,
615046,19,359.0,economy,33944,,,
615047,15,383.0,economy,33944,,,
615048,12,384.0,economy,33944,,,
615049,55,389.0,economy,33944,,,
615050,15,391.0,economy,33944,,,
615330,208,163.0,economy,34144,,,
615331,214,165.0,economy,34210,,,
615332,177,232.2,economy,34033,,,
615345,176,238.7,economy,33974,,,
615476,213,160.0,economy,34015,,,
615534,12,164.0,flex,34009,,,
615535,1,153.0,economy,34009,,,
615536,159,164.0,economy,34009,,,
615541,185,166.0,economy,34049,,,
615546,163,239.8,economy,33922,,,
615548,146,222.0,economy,34212,,,
618315,17,94.0,flex,34626,,,
618316,139,94.0,economy,34626,,,
618987,108,153.0,economy,34519,,,
618988,65,165.0,economy,34519,,,
619015,12,122.3,economy,33941,,,
619016,4,125.0,economy,33941,,,
619017,137,170.0,economy,33941,,,
619027,8,127.0,economy,33947,,,
619028,9,152.0,economy,33947,,,
619029,10,156.0,economy,33947,,,
619030,129,159.0,economy,33947,,,
619031,2,163.0,economy,33947,,,
619032,12,200.6,economy,33947,,,
619033,2,233.0,economy,33947,,,
619034,6,420.0,economy,33947,,,
619061,37,54.0,economy,34789,,,
619062,111,79.0,economy,34789,,,
619067,25,98.0,flex,34411,,,
619068,2,60.0,economy,34411,,,
619069,122,98.0,economy,34411,,,
619072,142,97.0,economy,34726,,,
619073,6,101.0,economy,34726,,,
619077,9,48.0,economy,34884,,,
619078,161,77.0,economy,34884,,,
619089,152,167.5,economy,34410,,,
619091,156,125.0,economy,34552,,,
619253,156,94.0,economy,34700,,,
619362,25,72.0,flex,34496,,,
619363,131,72.0,economy,34496,,,
619370,155,104.0,economy,34440,,,
619371,18,109.0,economy,34440,,,
619374,31,85.0,economy,34621,,,
619375,14,91.0,economy,34621,,,
619376,11,94.0,economy,34621,,,
619377,5,98.0,economy,34621,,,
619378,8,100.0,economy,34621,,,
619379,4,109.0,economy,34621,,,
619380,7,110.0,economy,34621,,,
619381,2,112.0,economy,34621,,,
619382,6,139.0,economy,34621,,,
619383,4,147.0,economy,34621,,,
619384,9,150.0,economy,34621,,,
619385,4,152.0,economy,34621,,,
619386,6,160.0,economy,34621,,,
619387,6,215.2,economy,34621,,,
619388,6,340.0,economy,34621,,,
619389,6,351.0,economy,34621,,,
619390,8,354.0,economy,34621,,,
619391,4,440.0,economy,34621,,,
619392,6,458.0,economy,34621,,,
619393,6,468.0,economy,34621,,,
619394,9,469.0,economy,34621,,,
619395,5,502.0,economy,34621,,,
619396,2,649.0,economy,34621,,,
619397,4,684.0,economy,34621,,,
619445,148,108.0,economy,34518,,,
619456,127,92.0,economy,34725,,,
619457,21,96.0,economy,34725,,,
619461,140,89.0,economy,34497,,,
619462,11,92.0,economy,34497,,,
619476,40,92.0,flex,34724,,,
619477,114,92.0,economy,34724,,,
620510,174,140.0,economy,34071,,,
621211,75,80.0,economy,34620,,,
621212,101,82.0,economy,34620,,,
621853,14,101.0,flex,34555,,,
621854,142,101.0,economy,34555,,,
622039,3,416.0,flex,34011,,,
622040,1,815.0,flex,34011,,,
622041,1,44.0,economy,34011,,,
622042,77,174.0,economy,34011,,,
622043,1,219.0,economy,34011,,,
622044,13,233.0,economy,34011,,,
622045,28,240.0,economy,34011,,,
622046,1,254.0,economy,34011,,,
622047,1,414.0,economy,34011,,,
622048,5,416.0,economy,34011,,,
622067,71,59.0,economy,34329,,,
622068,104,102.0,economy,34329,,,
622300,107,148.0,economy,33972,,,
622301,13,157.0,economy,33972,,,
622302,7,205.0,economy,33972,,,
622303,4,656.0,economy,33972,,,
622306,97,153.0,economy,34102,,,
622307,1,160.6,economy,34102,,,
622308,59,164.0,economy,34102,,,
622313,139,140.0,economy,34214,,,
624978,57,228.0,economy,34189,,,
624979,107,472.0,economy,34189,,,
625053,176,234.4,economy,34476,,,
625088,140,165.5,economy,34553,,,
625089,133,165.5,economy,34752,,,
625090,144,165.5,economy,34885,,,
628187,1,304.0,flex,34166,,,
628188,6,66.0,economy,34166,,,
628189,15,80.0,economy,34166,,,
628190,2,95.0,economy,34166,,,
628191,18,99.0,economy,34166,,,
628192,8,100.0,economy,34166,,,
628193,14,104.0,economy,34166,,,
628194,2,106.0,economy,34166,,,
628195,4,108.0,economy,34166,,,
628196,10,109.0,economy,34166,,,
628197,6,117.0,economy,34166,,,
628198,14,120.0,economy,34166,,,
628199,12,181.0,economy,34166,,,
628200,2,217.0,economy,34166,,,
628201,1,304.0,economy,34166,,,
628297,6,192.0,flex,34887,,,
628298,2,196.0,flex,34887,,,
628299,2,211.0,flex,34887,,,
628300,1,246.0,flex,34887,,,
628301,1,131.0,economy,34887,,,
628302,1,133.0,economy,34887,,,
628303,1,140.0,economy,34887,,,
628304,2,145.0,economy,34887,,,
628305,53,153.0,economy,34887,,,
628306,7,161.0,economy,34887,,,
628307,3,172.0,economy,34887,,,
628308,7,186.0,economy,34887,,,
628309,13,188.0,economy,34887,,,
628310,5,189.0,economy,34887,,,
628311,3,192.0,economy,34887,,,
629753,207,482.4,economy,33756,,,
629940,45,281.0,flex,34170,,,
629941,23,199.0,economy,34170,,,
629942,2,208.0,economy,34170,,,
629943,4,232.0,economy,34170,,,
629944,173,233.0,economy,34170,,,
629945,2,234.0,economy,34170,,,
629946,26,245.0,economy,34170,,,
629947,4,280.1,economy,34170,,,
629948,2,375.0,economy,34170,,,
629949,2,555.0,economy,34170,,,
629960,1,3612.0,flex,34271,,,
629961,45,267.0,economy,34271,,,
629962,21,270.0,economy,34271,,,
629963,51,271.0,economy,34271,,,
629964,3,278.0,economy,34271,,,
629965,1,283.0,economy,34271,,,
629966,2,290.0,economy,34271,,,
629967,60,324.0,economy,34271,,,
629968,53,1708.0,economy,34271,,,
629969,1,1982.0,economy,34271,,,
630038,69,225.0,economy,34895,,,
630039,39,228.0,economy,34895,,,
630040,6,234.0,economy,34895,,,
630041,1,384.0,economy,34895,,,
630055,1,804.4,flex,34486,,,
630056,1,1473.1,flex,34486,,,
630057,1,1863.2,flex,34486,,,
630058,2,174.2,economy,34486,,,
630059,1,193.9,economy,34486,,,
630060,1,202.8,economy,34486,,,
630061,1,205.3,economy,34486,,,
630062,1,217.0,economy,34486,,,
630063,2,222.4,economy,34486,,,
630064,1,223.6,economy,34486,,,
630065,1,224.8,economy,34486,,,
630066,2,235.7,economy,34486,,,
630067,3,251.2,economy,34486,,,
630068,1,253.0,economy,34486,,,
630069,1,258.6,economy,34486,,,
630070,5,269.0,economy,34486,,,
630071,1,279.2,economy,34486,,,
630072,1,279.4,economy,34486,,,
630073,1,283.0,economy,34486,,,
630074,1,284.9,economy,34486,,,
630075,2,285.8,economy,34486,,,
630076,1,292.7,economy,34486,,,
630077,1,307.2,economy,34486,,,
630078,2,337.4,economy,34486,,,
630079,2,340.7,economy,34486,,,
630080,1,342.5,economy,34486,,,
630081,2,354.0,economy,34486,,,
630082,1,356.6,economy,34486,,,
630083,3,506.5,economy,34486,,,
630084,6,576.8,economy,34486,,,
630085,3,766.0,economy,34486,,,
630086,1,882.0,economy,34486,,,
630087,1,895.3,economy,34486,,,
630088,1,928.7,economy,34486,,,
630089,1,958.3,economy,34486,,,
630090,1,985.9,economy,34486,,,
630091,2,1000.0,economy,34486,,,
630092,1,1063.8,economy,34486,,,
630093,1,1071.0,economy,34486,,,
630094,1,1148.8,economy,34486,,,
630095,2,1160.5,economy,34486,,,
630096,1,1288.4,economy,34486,,,
630097,1,1366.9,economy,34486,,,
630098,1,1379.0,economy,34486,,,
630099,1,1380.0,economy,34486,,,
630100,1,1393.0,economy,34486,,,
630101,2,1469.9,economy,34486,,,
630102,1,1473.1,economy,34486,,,
630103,3,1483.1,economy,34486,,,
630104,2,1492.9,economy,34486,,,
630142,2,1618.0,flex,34689,,,
630143,8,1628.0,flex,34689,,,
630144,4,1685.0,flex,34689,,,
630145,2,251.0,economy,34689,,,
630146,56,261.0,economy,34689,,,
630147,33,264.0,economy,34689,,,
630148,14,268.0,economy,34689,,,
630149,2,271.0,economy,34689,,,
630150,2,283.0,economy,34689,,,
630151,4,289.0,economy,34689,,,
630152,2,301.0,economy,34689,,,
630153,2,318.0,economy,34689,,,
630154,7,329.0,economy,34689,,,
630155,4,339.0,economy,34689,,,
630156,2,479.1,economy,34689,,,
630157,2,494.0,economy,34689,,,
630158,2,1580.0,economy,34689,,,
630159,26,1616.0,economy,34689,,,
630160,2,1982.9,economy,34689,,,
630210,10,1653.0,flex,34488,,,
630211,1,247.0,economy,34488,,,
630212,1,248.0,economy,34488,,,
630213,36,252.0,economy,34488,,,
630214,16,257.0,economy,34488,,,
630215,1,271.0,economy,34488,,,
630216,2,273.0,economy,34488,,,
630217,3,274.0,economy,34488,,,
630218,1,281.0,economy,34488,,,
630219,1,433.0,economy,34488,,,
630220,1,561.0,economy,34488,,,
630221,1,1626.0,economy,34488,,,
630222,2,1637.0,economy,34488,,,
630223,1,1642.0,economy,34488,,,
630224,13,1653.0,economy,34488,,,
630329,1,2908.0,flex,33839,,,
630330,2,375.0,economy,33839,,,
630331,90,505.0,economy,33839,,,
630332,44,507.0,economy,33839,,,
630333,6,510.0,economy,33839,,,
630334,2,517.9,economy,33839,,,
630335,14,521.0,economy,33839,,,
630336,14,626.0,economy,33839,,,
630337,2,646.0,economy,33839,,,
630338,2,817.0,economy,33839,,,
630339,2,856.0,economy,33839,,,
630340,90,2070.0,economy,33839,,,
630341,2,2629.0,economy,33839,,,
630342,1,2908.0,economy,33839,,,
630554,126,188.1,economy,34656,,,
632378,104,131.0,economy,34211,,,
636956,11,158.0,flex,34235,,,
636957,2,160.0,economy,34235,,,
636958,16,175.0,economy,34235,,,
636959,1,181.0,economy,34235,,,
636960,21,185.0,economy,34235,,,
636961,30,188.0,economy,34235,,,
636962,4,201.0,economy,34235,,,
636963,6,345.0,economy,34235,,,
637396,13,141.0,flex,34975,,,
637397,130,141.0,economy,34975,,,
637950,12,377.0,flex,33782,,,
637951,2,389.0,flex,33782,,,
637952,8,582.0,flex,33782,,,
637953,2,239.7,economy,33782,,,
637954,7,247.0,economy,33782,,,
637955,2,259.0,economy,33782,,,
637956,4,319.6,economy,33782,,,
637957,2,324.0,economy,33782,,,
637958,2,343.0,economy,33782,,,
637959,2,348.0,economy,33782,,,
637960,107,357.0,economy,33782,,,
637961,2,377.0,economy,33782,,,
637997,261,481.0,economy,33845,,,
637998,3,1400.0,flex,33938,,,
637999,26,359.0,economy,33938,,,
638000,2,380.0,economy,33938,,,
638001,38,383.0,economy,33938,,,
638002,12,400.0,economy,33938,,,
638003,12,420.0,economy,33938,,,
638004,2,424.0,economy,33938,,,
638005,36,430.0,economy,33938,,,
638006,118,432.0,economy,33938,,,
638007,12,464.0,economy,33938,,,
638008,3,1400.0,economy,33938,,,
638042,3,469.0,flex,33760,,,
638043,11,476.0,flex,33760,,,
638044,9,1311.0,flex,33760,,,
638045,2,1370.0,flex,33760,,,
638046,3,1519.0,flex,33760,,,
638047,2,1544.0,flex,33760,,,
638048,2,333.0,economy,33760,,,
638049,44,397.0,economy,33760,,,
638050,19,415.0,economy,33760,,,
638051,10,425.0,economy,33760,,,
638052,152,429.0,economy,33760,,,
638053,2,461.0,economy,33760,,,
638054,2,469.0,economy,33760,,,
638057,128,268.8,economy,34284,,,
638798,42,308.0,economy,34458,,,
638799,8,1205.0,economy,34458,,,
639627,8,1493.0,flex,34457,,,
639628,6,1497.0,flex,34457,,,
639629,4,260.0,economy,34457,,,
639630,2,380.0,economy,34457,,,
639631,8,381.0,economy,34457,,,
639632,4,389.0,economy,34457,,,
639633,5,394.0,economy,34457,,,
639634,49,414.0,economy,34457,,,
639635,10,438.0,economy,34457,,,
639636,6,1437.0,economy,34457,,,
639637,4,1465.0,economy,34457,,,
639638,7,1493.0,economy,34457,,,
639892,13,2184.0,flex,34391,,,
639893,18,266.0,economy,34391,,,
639894,3,302.0,economy,34391,,,
639895,5,340.0,economy,34391,,,
639896,2,379.0,economy,34391,,,
639897,10,408.0,economy,34391,,,
639898,9,424.0,economy,34391,,,
639899,27,2091.0,economy,34391,,,
639900,27,2184.0,economy,34391,,,
639966,3,192.7,flex,34281,,,
639967,2,1548.0,flex,34281,,,
639968,2,1623.0,flex,34281,,,
639969,3,1787.0,flex,34281,,,
639970,2,2899.0,flex,34281,,,
639971,3,111.6,economy,34281,,,
639972,1,213.0,economy,34281,,,
639973,1,235.6,economy,34281,,,
639974,1,243.0,economy,34281,,,
639975,12,244.0,economy,34281,,,
639976,1,254.0,economy,34281,,,
639977,1,260.0,economy,34281,,,
639978,1,266.0,economy,34281,,,
639979,1,269.0,economy,34281,,,
639980,3,279.0,economy,34281,,,
639981,15,280.0,economy,34281,,,
639982,1,317.0,economy,34281,,,
639983,1,324.0,economy,34281,,,
639984,1,349.0,economy,34281,,,
639985,2,364.0,economy,34281,,,
640429,15,2099.0,flex,34433,,,
640430,2,244.1,economy,34433,,,
640431,18,435.0,economy,34433,,,
640432,20,464.0,economy,34433,,,
640433,9,508.0,economy,34433,,,
640434,17,517.0,economy,34433,,,
640435,23,1229.0,economy,34433,,,
640436,8,1787.0,economy,34433,,,
640437,11,1893.0,economy,34433,,,
640438,8,1950.0,economy,34433,,,
640439,8,2099.0,economy,34433,,,
642281,1,2461.0,flex,34943,,,
642282,80,97.0,economy,34943,,,
642283,134,2461.0,economy,34943,,,
643292,1,190.0,economy,34254,,,
643293,6,193.0,economy,34254,,,
643294,37,207.0,economy,34254,,,
643295,2,271.0,economy,34254,,,
